Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
85,1970,2,21,United States,North America,Denver,39.758968,-104.876305,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",0,Facility/Infrastructure Attack,Private Citizens & Property,Named Civilian,Black Nationalists,Incendiary,0,0,0,Protest anti-integrationists of the Denver City Schools.,70s,0
86,1970,2,22,United States,North America,Ithaca,42.455233,-76.475847,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,White extremists,Incendiary,0,0,0,To intimidate the African American community at Cornell University,70s,0
87,1970,2,22,United States,North America,Prairie du Sac,43.287052,-89.724361,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",0,Bombing/Explosion,Utilities,Electricity,New Year's Gang,Explosives,0,0,0,To sabotage the Badger Ammunition Plant,70s,0
88,1970,2,23,United States,North America,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,Bombing/Explosion,Utilities,Electricity,Strikers,Explosives,0,0,0,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,70s,0
89,1970,2,23,United States,North America,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,Bombing/Explosion,Utilities,Electricity,Strikers,Explosives,0,0,0,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,70s,0
90,1970,2,23,United States,North America,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,Bombing/Explosion,Utilities,Electricity,Strikers,Explosives,0,0,0,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,70s,0
91,1970,2,23,United States,North America,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,Bombing/Explosion,Utilities,Electricity,Strikers,Explosives,0,0,0,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,70s,0
92,1970,2,23,United States,North America,Tucson,32.222232,-110.925752,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Explosives,0,0,0,Protest the draft.,70s,0
93,1970,2,24,United States,North America,Denver,39.758968,-104.876305,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",0,Bombing/Explosion,Private Citizens & Property,Named Civilian,White extremists,Explosives,0,0,0,Protest the desegregation of Denver City Schools.,70s,0
94,1970,2,24,United States,North America,Champaign,40.101952,-88.227161,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,Student Radicals,Incendiary,0,0,0,Protest secret government research at the University of Illinois and the R.O.T.C. program.,70s,0
95,1970,2,27,United States,North America,Boulder,40.007581,-105.265942,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Student Radicals,Explosives,0,0,0,Protesting scholarship money that was set aside for minorities but had yet to be awarded,70s,0
96,1970,2,28,Jordan,Middle East & North Africa,Hebron,31.530243,35.094162,,0,Armed Assault,Tourists,Tour Bus/Van,Unknown,Firearms,NA,NA,NA,,70s,
97,1970,3,0,Philippines,Southeast Asia,Manila,14.596051,120.978666,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,0,0,NA,,70s,
98,1970,3,1,Italy,Western Europe,Rome,41.890961,12.490069,,0,Bombing/Explosion,Airports & Aircraft,Aircraft (not at an airport),Eritrean Liberation Front,Explosives,0,0,NA,,70s,
99,1970,3,1,United States,North America,Boulder,40.007581,-105.265942,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",0,Bombing/Explosion,Military,Military Recruiting Station/Academy,Student Radicals,Explosives,0,0,0,Protest the Vietnam War and the R.O.T.C.,70s,0
100,1970,3,1,United States,North America,Colorado Springs,38.864281,-104.778412,"3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.",0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Incendiary,0,0,0,Protest the War in Vietnam and sabotage the draft,70s,0
101,1970,3,1,United States,North America,Boulder,40.007581,-105.265942,"3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0,Facility/Infrastructure Attack,Police,Police Patrol (including vehicles and convoys),Student Radicals,Incendiary,0,0,0,,70s,0
102,1970,3,1,United States,North America,Boulder,40.014986,-105.270546,"3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Left-Wing Militants,Explosives,0,0,0,,70s,0
103,1970,3,2,United States,North America,Cleveland,41.479561,-81.675461,"3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.",0,Facility/Infrastructure Attack,Private Citizens & Property,Named Civilian,Black Nationalists,Incendiary,0,0,0,To protest Frank Schaeffer's defense of the Cleveland Police Deparment during the 1968 Glenville racial riots,70s,0
104,1970,3,3,Spain,Western Europe,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,1st of May Group,Unknown,0,0,NA,,70s,
105,1970,3,3,United States,North America,Denver,39.758968,-104.876305,"3/3/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Left-Wing Militants,Explosives,0,0,0,,70s,0
106,1970,3,3,United States,North America,Seattle,47.610786,-122.331306,"3/3/1970: Four left wing radicals set off a dynamite bomb at a post office in Seattle, Washington, United States.  There were no casualties but the building and a vehicle were damaged.",0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Student Radicals,Explosives,0,0,0,,70s,0
107,1970,3,4,United States,North America,Oakland,37.791927,-122.225906,"3/4/1970: Unknown perpetrators placed a time bomb in a Barracks at the Oakland Army Base in California, United States.  The bomb was subsequently discovered and disarmed. The base was used as a departing point for United States troops heading to Vietnam.",0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Left-Wing Militants,Explosives,0,0,0,Sabotage the US Army war efforts and protest the Vietnam War,70s,0
108,1970,3,4,United States,North America,Martinez,38.019304,-122.134062,"3/4/1970: Unknown perpetrators placed a bomb on a railroad car in Martinez, California, United States.  The bomb was subsequently discovered and disarmed.  The railroad car was used to transport acid.",0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,Unknown,Explosives,0,0,0,,70s,0
109,1970,3,4,United States,North America,Denver,39.758968,-104.876305,"3/4/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Left-Wing Militants,Explosives,0,0,0,,70s,0
